num__daily_social_media_hours,num__sleep_hours_per_night,cat__gender_male,cat__social_media_platform_Instagram,cat__social_media_platform_KakaoTalk,cat__social_media_platform_LINE,cat__social_media_platform_LinkedIn,cat__social_media_platform_Snapchat,cat__social_media_platform_TikTok,cat__social_media_platform_VKontakte,cat__social_media_platform_WeChat,cat__social_media_platform_WhatsApp,cat__social_media_platform_X (Twitter),cat__social_media_platform_YouTube,mental_health_score
-0.6435344714082534,0.06974981355896621,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
-2.0700475033706436,1.630748231688644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
-0.28690621341765604,0.06974981355896621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
1.1396068185447343,-0.9983017356876555,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
1.436797033536899,-1.3269329816096933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4
-0.5840964284098207,0.1519076250394753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.8
1.7339872485290635,-1.1626173586486743,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
0.5452263885604051,-0.7518283012461275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7
-0.22746817041922282,0.3162232480004942,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.2
-0.881286643401985,1.219959174286097,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.6
-0.5840964284098207,0.5626966824420222,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
1.4962350765353316,-1.0804595471681653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
